POSTAL,chinese_buyer,chinese_seller,malay_buyer,malay_seller,indian_buyer,indian_seller
823105,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
824105,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
380106,"You can only buy from Chinese flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
460106,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
470106,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Chinese or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can only buy from Malay flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Chinese buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
570106,"You can only buy from Chinese flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
650106,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
090106,"You can only buy from Chinese flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
670106,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
150106,"You can only buy from Chinese flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
530106,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
321106,"You can only buy from Chinese flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
320106,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
410106,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
510106,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Chinese buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can only buy from Malay flat sellers, regardless of their citizenship.","You can only sell your flat to Malay or Chinese buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can only buy from Indian and Other Ethnic Groups flat sellers, regardless of their citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Chinese buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
350106,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
540106,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
550106,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
080106,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Chinese or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay or Chinese buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can only buy from Indian and Other Ethnic Groups flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
521106,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
680106,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Chinese or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can only buy from Malay flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Chinese buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
322106,"You can only buy from Chinese flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
760106,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
101106,"You can only buy from Chinese flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
821106,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
342106,no records found,no records found,no records found,no records found,no records found,no records found
102106,"You can only buy from Chinese flat sellers, regardless of their citizenship.","You can only sell your flat to Chinese or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can only buy from Indian and Other Ethnic Groups flat sellers, regardless of their citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
822106,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
823106,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
380107,"You can only buy from Chinese flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
560107,"You can only buy from Chinese flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
470107,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
650107,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
670107,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
320107,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
410107,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
310107,"You can only buy from Chinese flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
350107,"You can only buy from Chinese flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
540107,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Chinese or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay or Chinese buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can only buy from Indian and Other Ethnic Groups flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
550107,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
520107,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
080107,no records found,no records found,no records found,no records found,no records found,no records found
521107,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
680107,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Chinese or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay or Chinese buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can only buy from Indian and Other Ethnic Groups flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
321107,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
730107,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Chinese or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can only buy from Malay flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Chinese buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
760107,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
751107,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
821107,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
342107,no records found,no records found,no records found,no records found,no records found,no records found
822107,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
823107,"You can buy from any flat seller, regardless of their ethnic group and citizenship.",You can sell your flat to buyers of any ethnic group. The buyers have to be either Singapore citizens or Malaysian SPRs.,"You can buy from any flat seller, regardless of their ethnic group and citizenship.",You can sell your flat to buyers of any ethnic group. The buyers have to be either Singapore citizens or Malaysian SPRs.,"You can buy from any flat seller, regardless of their ethnic group and citizenship.",You can sell your flat to buyers of any ethnic group. The buyers have to be either Singapore citizens or Malaysian SPRs.
824107,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
380108,"You can only buy from Chinese flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
560108,"You can only buy from Chinese flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
470108,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
460108,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
570108,"You can only buy from Chinese flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
650108,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
140108,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
670108,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
600108,"You can only buy from Chinese flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
410108,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
310108,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
510108,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Chinese buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can only buy from Malay flat sellers, regardless of their citizenship.","You can only sell your flat to Malay or Chinese buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can only buy from Indian and Other Ethnic Groups flat sellers, regardless of their citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Chinese buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
350108,"You can only buy from Chinese flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
540108,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
550108,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
521108,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
