POSTAL,chinese_buyer,chinese_seller,malay_buyer,malay_seller,indian_buyer,indian_seller
680108,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
760108,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Chinese or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can only buy from Malay flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Chinese buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
341108,no records found,no records found,no records found,no records found,no records found,no records found
751108,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
342108,no records found,no records found,no records found,no records found,no records found,no records found
752108,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
323108,"You can only buy from Chinese flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
753108,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
324108,"You can only buy from Chinese flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
380109,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
560109,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
470109,"You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship."
090109,"You can only buy from Chinese flat sellers, regardless of their citizenship.","You can sell your flat to any buyer, regardless of their ethnic group and citizenship.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Malay or Indian/ Other Ethnic Groups buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs.","You can buy from any flat seller, regardless of their ethnic group and citizenship.","You can only sell your flat to Indian/ Other Ethnic Groups or Malay buyers. The buyers can be Singapore citizens, Malaysian SPRs or non-Malaysian SPRs."
